,bl_id,building_name,address,utility,account,consump_month,consump_year,bge_kWh_used,bge_therms_used,name,address1,block,lot,lat,lon,sq_ft,property_type,agency_occupied,year_built,neighborhood,council_district,Property Type Code
245,B08003,Department of Transportation Main Impound Facility,6700 Pulaski Hwy Rosedale,bge,5777670000.0,2.0,2019.0,5127.0,0.0,Department of Transportation Main Impound Facility,6700 Pulaski Hwy Rosedale,6195,2,39.30593,-76.53758,510.0,Office,DGS,,Pulaski Industrial Area,,6
246,B08020,Eastside Career Center,3001 E Madison St,bge,5884920000.0,2.0,2019.0,12380.0,2795.0,Eastside Career Center,3001 E Madison St,1630,1,39.29973,-76.575,27910.0,"Education, vocational",MOED,1955.0,Maidson- Eastend,,2
247,B00051,MECU Building,401 E Fayette St,bge,5931911000.0,2.0,2019.0,118800.0,0.0,MECU Building,401 E Fayette St,1331,16,39.290279999999996,-76.60994000000001,46668.0,Office,MULTI,1981.0,Downtown,11.0,6
248,B00073,Fallsway Substation,201 Fallsway St,bge,5992321000.0,2.0,2019.0,8000.0,3082.0,Fallsway Substation,201 Fallsway St,1306C,1,39.2922,-76.6069,25507.0,"Warehouse, self storage",DGS,1940.0,Jonestown,12.0,11
249,B00011,First Mariner Arena,201 West Baltimore St,bge,6042981000.0,2.0,2019.0,0.0,610.0,First Mariner Arena,201 West Baltimore St,644,1,39.28862,-76.61861999999999,697620.0,"Public Assembly, Convention Center",Civic Centers,1960.0,Downtown,11.0,7
250,B08000,Northeast DGS Fleet Substation Garage,4325 York Rd,bge,6159241000.0,2.0,2019.0,1537.0,0.0,Northeast DGS Fleet Substation Garage,4325 York Rd,5211,9,39.34193,-76.60871,893.0,"Warehouse, self storage",DGS ,,Wilson Park,4.0,11
251,B00034,Baltimore City Police K9 Unit,Mansion House Dr,bge,6756240000.0,2.0,2019.0,44215.0,0.0,Baltimore City Police K9 Unit,Mansion House Dr,3499,1,39.3238,-76.64389,26177.0,"Public Services, police",BCPD,,Druid Hill Park,7.0,1
252,B00220,Peale Museum,225 N Holliday St,bge,6948371000.0,2.0,2019.0,5000.0,1183.0,Peale Museum,225 N Holliday St,1303A,15,39.29186,-76.61007,13686.0,"Public Assembly, Museum",DGS HISTORIC,1814.0,Downtown,11.0,8
253,B00181,Northern Community Action Center,5225 York Rd,bge,6975110000.0,2.0,2019.0,0.0,629.0,Northern Community Action Center,5225 York Rd,5165A,12,39.353809999999996,-76.60951999999999,14344.0,"Public Assembly, Other",CAC,1950.0,Woodbourne-McCabe,4.0,9
254,B08003,Department of Transportation Main Impound Facility,6700 Pulaski Hwy Rosedale,bge,7560081000.0,2.0,2019.0,7259.0,0.0,Department of Transportation Main Impound Facility,6700 Pulaski Hwy Rosedale,6195,2,39.30593,-76.53758,510.0,Office,DGS,,Pulaski Industrial Area,,6
255,B00076,Northwest Substation,4410 Lewin Av,bge,8308470000.0,2.0,2019.0,6395.0,935.0,Northwest Substation,4410 Lewin Av,2959B,191,39.33955,-76.67869,4764.0,"Warehouse, self storage",DOT,1966.0,Dolefield,6.0,11
256,B00181,Northern Community Action Center,5225 York Rd,bge,8499201000.0,2.0,2019.0,17005.0,0.0,Northern Community Action Center,5225 York Rd,5165A,12,39.353809999999996,-76.60951999999999,14344.0,"Public Assembly, Other",CAC,1950.0,Woodbourne-McCabe,4.0,9
257,B00229,"Jean and Lillian Hofmeister Museum Building,Star Spangled Banner Museum and Flag House",844 E Pratt St,bge,9003501000.0,2.0,2019.0,1706.0,155.0,"Jean and Lillian Hofmeister Museum Building,Star Spangled Banner Museum and Flag House",844 E Pratt St,1377,16,39.28776,-76.6036,2117.29,"Public Assembly, Museum",DGS HISTORIC,2003.0,Jonestown,12.0,8
258,B00167,Parking Authority Offices,200 West Lombard St Suite B,bge,9330860000.0,2.0,2019.0,26616.0,0.0,Parking Authority Offices,200 West Lombard St Suite B,644,1,39.28774,-76.61863000000001,15209.0,Office,PABC,1960.0,Downtown,11.0,6
259,B00101,WIC Center/ Dunbar Child Care Academy,621 North Eden Street,bge,9629061000.0,2.0,2019.0,25238.0,0.0,WIC Center/ Dunbar Child Care Academy,621 North Eden Street,1280,5,39.29068052,-76.60768333,16448.0,Office,MULTI,,,,6
260,B08003,Department of Transportation Main Impound Facility,6700 Pulaski Hwy Rosedale,bge,9633841000.0,2.0,2019.0,3629.0,1451.0,Department of Transportation Main Impound Facility,6700 Pulaski Hwy Rosedale,6195,2,39.30593,-76.53758,510.0,Office,DGS,,Pulaski Industrial Area,,6
261,B00036,Baltimore City Police Department Warrant Task Force,242 West 29th St,bge,9815941000.0,2.0,2019.0,23494.0,1263.0,Baltimore City Police Department Warrant Task Force,242 West 29th St,3658,075A,39.32306,-76.62223,30310.79,"Public Services, police",BCPD,1992.0,Remington,14.0,1
262,B00183,Reservoir Hill / Metro Delta Head Start,2001 Park Av,bge,786151000.0,1.0,2019.0,5900.0,1805.0,Reservoir Hill / Metro Delta Head Start,2001 Park Av,3448,30,39.313340000000004,-76.62805999999999,18744.0,"Education, vocational",VACANT,1880.0,Resevoir Hill,7.0,2
263,B00230,President's Street Station Civil War Museum,601 President St,bge,2211251000.0,1.0,2019.0,8400.0,0.0,President's Street Station Civil War Museum,601 President St,1799,3,39.28398,-76.60247,4543.28,"Public Assembly, Museum",DGS HISTORIC,1851.0,Inner Harbor,1.0,8
264,B00031,Baltimore City Police Western District,1034 N Mount St,bge,2774270000.0,1.0,2019.0,17800.0,1404.0,Baltimore City Police Western District,1034 N Mount St,60,7,39.300666,-76.644706,22024.65,"Public Services, police",BCPD,1961.0,Sandtown - Winchester,9.0,1
265,B00102,Druid Health District Building,1515 W North Av,bge,2941411000.0,1.0,2019.0,38132.0,2807.0,Druid Health District Building,1515 W North Av,295,2,39.30983,-76.64138,36012.0,"Healthcare, Urgent Care/Clinic/Out Patient",HEALTH,1960.0,Druid Heights,7.0,4
266,B00228,Carroll Mansion Musuem,802 Lombard St,bge,3047401000.0,1.0,2019.0,7840.0,0.0,Carroll Mansion Musuem,802 Lombard St,1358,12,39.28855,-76.6044,12527.19,"Public Assembly, Museum",DGS HISTORIC,1812.0,Jonestown,12.0,8
267,B00228,Carroll Mansion Musuem,802 Lombard St,bge,4329351000.0,1.0,2019.0,0.0,835.0,Carroll Mansion Musuem,802 Lombard St,1358,12,39.28855,-76.6044,12527.19,"Public Assembly, Museum",DGS HISTORIC,1812.0,Jonestown,12.0,8
268,B00026,Baltimore City Police North Western District,5271 Reisterstown Rd,bge,4751312000.0,1.0,2019.0,9849.0,0.0,Baltimore City Police North Western District,5271 Reisterstown Rd,4543B,27,39.34462,-76.685455,56228.0,"Public Services, police",BCPD,1965.0,Middle Branch - Reedbird Parks,10.0,1
269,B00120,Waxter Senior Center,1000 Cathedral St,bge,5229602000.0,1.0,2019.0,35625.0,5583.0,Waxter Senior Center,1000 Cathedral St,504,1,39.301190000000005,-76.61804000000001,50386.44,"Healthcare, Senior Care Community",HEALTH,1972.0,Mid - Town Belvedere,11.0,3
270,B00100,Eastern Health District Building,620 N Caroline St,bge,8752451000.0,1.0,2019.0,26932.0,1480.0,Eastern Health District Building,620 N Caroline St,1280,3,39.2977,-76.59796,29232.0,"Healthcare, Urgent Care/Clinic/Out Patient",HEALTH,1939.0,Dunbar- Broadway,12.0,4
271,B00229,"Jean and Lillian Hofmeister Museum Building,Star Spangled Banner Museum and Flag House",844 E Pratt St,bge,9003501000.0,1.0,2019.0,1883.0,111.0,"Jean and Lillian Hofmeister Museum Building,Star Spangled Banner Museum and Flag House",844 E Pratt St,1377,16,39.28776,-76.6036,2117.29,"Public Assembly, Museum",DGS HISTORIC,2003.0,Jonestown,12.0,8
272,B00028,Baltimore City Police Southern District,10 Cherry Hill Rd,bge,9570811000.0,1.0,2019.0,21990.0,1295.0,Baltimore City Police Southern District,10 Cherry Hill Rd,7610,11,39.25288,-76.6172,29314.0,"Public Services, police",BCPD,1965.0,Middle Branch - Reedbird Parks,10.0,1
273,B00182,Lower Park Heights Multi Purpose Building,3939 Reisterstown Rd,bge,1198781000.0,1.0,2019.0,28152.0,3095.0,Lower Park Heights Multi Purpose Building,3939 Reisterstown Rd,3321,23,39.333729999999996,-76.66336,33707.0,"Public Assembly, Other",CAC,1978.0,Central Park Heights,6.0,9
274,B00029,Baltimore City Police South Eastern District,5710 Eastern Av,bge,1245540000.0,1.0,2019.0,22520.0,2769.0,Baltimore City Police South Eastern District,5710 Eastern Avenue Baltimore ,6332,9,39.287688,-76.547422,26177.0,"Public Services, police",BCPD,1950.0,Hopkins Bayview,1.0,1
275,B00075,Northeast DGS Fleet Substation,4325 York Rd,bge,1467291000.0,1.0,2019.0,5900.0,1794.0,Northeast DGS Fleet Substation,4325 York Rd,5211,9,39.34171,-76.60918000000001,4764.0,"Warehouse, self storage",DGS,1979.0,Wilson Park,9.0,11
276,B00073,Fallsway Substation,201 Fallsway St,bge,1961720000.0,1.0,2019.0,3489.0,944.0,Fallsway Substation,201 Fallsway St,1306C,1,39.2922,-76.6069,25507.0,"Warehouse, self storage",DGS,1940.0,Jonestown,12.0,11
277,B00048,Health Department Headquarters,1001 E Fayette St,bge,2829991000.0,1.0,2019.0,56147.0,2640.0,Health Department Headquarters,1001 E Fayette St,1337,1,39.29097,-76.6031,277322.95,Office,HEALTH,2001.0,Jonestown,12.0,6
278,B00167,Parking Authority Offices,200 West Lombard St Suite B,bge,3138112000.0,1.0,2019.0,24200.0,0.0,Parking Authority Offices,200 West Lombard St Suite B,644,1,39.28774,-76.61863000000001,15209.0,Office,PABC,1960.0,Downtown,11.0,6
279,B00167,Parking Authority Offices,200 West Lombard St Suite B,bge,3179510000.0,1.0,2019.0,0.0,0.0,Parking Authority Offices,200 West Lombard St Suite B,644,1,39.28774,-76.61863000000001,15209.0,Office,PABC,1960.0,Downtown,11.0,6
280,B00035,Baltimore City Police Northern District,2201 West Cold Spring Lane,bge,3275661000.0,1.0,2019.0,29863.0,1540.0,Baltimore City Police Northern District,2201 West Cold Spring Lane,3357E,009A,39.34304,-76.65236,25508.47,"Public Services, police",BCPD,2001.0,Woodberry,6.0,1
281,B00167,Parking Authority Offices,200 West Lombard St Suite B,bge,3618420000.0,1.0,2019.0,32522.0,0.0,Parking Authority Offices,200 West Lombard St Suite B,644,1,39.28774,-76.61863000000001,15209.0,Office,PABC,1960.0,Downtown,11.0,6
282,B00163,The Weinberg Housing and Resource Center,620 Fallsway St,bge,3720580000.0,1.0,2019.0,2689.0,0.0,The Weinberg Housing and Resource Center,620 Fallsway St,1248,1,39.29733,-76.61064,40949.0,"Lodging, Residential Care",MOHS,1945.0,Penn - Fallsway,11.0,5
283,B06107,1812 Museum Flag House Building,844 E Pratt St,bge,3955000000.0,1.0,2019.0,39903.0,0.0,1812 Museum Flag House Building,844 E Pratt St,1377,16,39.28751,-76.60333,12685.55,"Public Assembly, Museum",DGS HISTORIC,1793.0,Jonestown,12.0,8
284,B08003,Department of Transportation Main Impound Facility,6700 Pulaski Hwy Rosedale,bge,4360021000.0,1.0,2019.0,25431.0,0.0,Department of Transportation Main Impound Facility,6700 Pulaski Hwy Rosedale,6195,2,39.30593,-76.53758,510.0,Office,DGS,,Pulaski Industrial Area,,6
285,B00011,First Mariner Arena,201 West Baltimore St,bge,4561060000.0,1.0,2019.0,215103.0,0.0,First Mariner Arena,201 West Baltimore St,644,1,39.28862,-76.61861999999999,697620.0,"Public Assembly, Convention Center",Civic Centers,1960.0,Downtown,11.0,7
286,B00163,The Weinberg Housing and Resource Center,620 Fallsway St,bge,5129381000.0,1.0,2019.0,89676.0,6584.0,The Weinberg Housing and Resource Center,620 Fallsway St,1248,1,39.29733,-76.61064,40949.0,"Lodging, Residential Care",MOHS,1945.0,Penn - Fallsway,11.0,5
287,B00005,DGS Public Building Maintenance Shop,500 Fallsway,bge,5601260000.0,1.0,2019.0,37174.0,4494.0,DGS Public Building Maintenance Shop,500 Fallsway,1255,1,39.29588,-76.61028,18144.0,"Warehouse, self storage",DGS,1945.0,Penn - Fallsway,11.0,11
288,B06043,Fleet Central Garage Main Building,3800 E Biddle St,bge,5620250000.0,1.0,2019.0,122819.0,26162.0,Fleet Central Garage Main Building,3800 E Biddle St,6150A,003D,39.30612,-76.56612,105914.0,"Warehouse, self storage",DGS,2008.0,Orangevile Industrial Area ,13.0,11
289,B08003,Department of Transportation Main Impound Facility,6700 Pulaski Hwy Rosedale,bge,5777670000.0,1.0,2019.0,6171.0,0.0,Department of Transportation Main Impound Facility,6700 Pulaski Hwy Rosedale,6195,2,39.30593,-76.53758,510.0,Office,DGS,,Pulaski Industrial Area,,6
290,B08020,Eastside Career Center,3001 E Madison St,bge,5884920000.0,1.0,2019.0,12360.0,3068.0,Eastside Career Center,3001 E Madison St,1630,1,39.29973,-76.575,27910.0,"Education, vocational",MOED,1955.0,Maidson- Eastend,,2
291,B00051,MECU Building,401 E Fayette St,bge,5931911000.0,1.0,2019.0,129559.0,0.0,MECU Building,401 E Fayette St,1331,16,39.290279999999996,-76.60994000000001,46668.0,Office,MULTI,1981.0,Downtown,11.0,6
292,B00073,Fallsway Substation,201 Fallsway St,bge,5992321000.0,1.0,2019.0,9200.0,4619.0,Fallsway Substation,201 Fallsway St,1306C,1,39.2922,-76.6069,25507.0,"Warehouse, self storage",DGS,1940.0,Jonestown,12.0,11
293,B00011,First Mariner Arena,201 West Baltimore St,bge,6042981000.0,1.0,2019.0,0.0,861.0,First Mariner Arena,201 West Baltimore St,644,1,39.28862,-76.61861999999999,697620.0,"Public Assembly, Convention Center",Civic Centers,1960.0,Downtown,11.0,7
294,B08000,Northeast DGS Fleet Substation Garage,4325 York Rd,bge,6159241000.0,1.0,2019.0,2021.0,0.0,Northeast DGS Fleet Substation Garage,4325 York Rd,5211,9,39.34193,-76.60871,893.0,"Warehouse, self storage",DGS ,,Wilson Park,4.0,11
295,B00034,Baltimore City Police K9 Unit,Mansion House Dr,bge,6756240000.0,1.0,2019.0,45552.0,0.0,Baltimore City Police K9 Unit,Mansion House Dr,3499,1,39.3238,-76.64389,26177.0,"Public Services, police",BCPD,,Druid Hill Park,7.0,1
296,B00220,Peale Museum,225 N Holliday St,bge,6948371000.0,1.0,2019.0,5400.0,1021.0,Peale Museum,225 N Holliday St,1303A,15,39.29186,-76.61007,13686.0,"Public Assembly, Museum",DGS HISTORIC,1814.0,Downtown,11.0,8
297,B00181,Northern Community Action Center,5225 York Rd,bge,6975110000.0,1.0,2019.0,0.0,921.0,Northern Community Action Center,5225 York Rd,5165A,12,39.353809999999996,-76.60951999999999,14344.0,"Public Assembly, Other",CAC,1950.0,Woodbourne-McCabe,4.0,9
298,B08003,Department of Transportation Main Impound Facility,6700 Pulaski Hwy Rosedale,bge,7560081000.0,1.0,2019.0,9118.0,0.0,Department of Transportation Main Impound Facility,6700 Pulaski Hwy Rosedale,6195,2,39.30593,-76.53758,510.0,Office,DGS,,Pulaski Industrial Area,,6
299,B00076,Northwest Substation,4410 Lewin Av,bge,8308470000.0,1.0,2019.0,6445.0,1322.0,Northwest Substation,4410 Lewin Av,2959B,191,39.33955,-76.67869,4764.0,"Warehouse, self storage",DOT,1966.0,Dolefield,6.0,11
300,B00181,Northern Community Action Center,5225 York Rd,bge,8499201000.0,1.0,2019.0,19554.0,0.0,Northern Community Action Center,5225 York Rd,5165A,12,39.353809999999996,-76.60951999999999,14344.0,"Public Assembly, Other",CAC,1950.0,Woodbourne-McCabe,4.0,9
301,B00167,Parking Authority Offices,200 West Lombard St Suite B,bge,9330860000.0,1.0,2019.0,32679.0,0.0,Parking Authority Offices,200 West Lombard St Suite B,644,1,39.28774,-76.61863000000001,15209.0,Office,PABC,1960.0,Downtown,11.0,6
302,B00101,WIC Center/ Dunbar Child Care Academy,621 North Eden Street,bge,9629061000.0,1.0,2019.0,28450.0,0.0,WIC Center/ Dunbar Child Care Academy,621 North Eden Street,1280,5,39.29068052,-76.60768333,16448.0,Office,MULTI,,,,6
303,B08003,Department of Transportation Main Impound Facility,6700 Pulaski Hwy Rosedale,bge,9633841000.0,1.0,2019.0,4582.0,1850.0,Department of Transportation Main Impound Facility,6700 Pulaski Hwy Rosedale,6195,2,39.30593,-76.53758,510.0,Office,DGS,,Pulaski Industrial Area,,6
304,B00036,Baltimore City Police Department Warrant Task Force,242 West 29th St,bge,9815941000.0,1.0,2019.0,24840.0,1613.0,Baltimore City Police Department Warrant Task Force,242 West 29th St,3658,075A,39.32306,-76.62223,30310.79,"Public Services, police",BCPD,1992.0,Remington,14.0,1
305,B00183,Reservoir Hill / Metro Delta Head Start,2001 Park Av,bge,786151000.0,12.0,2018.0,5800.0,1858.0,Reservoir Hill / Metro Delta Head Start,2001 Park Av,3448,30,39.313340000000004,-76.62805999999999,18744.0,"Education, vocational",VACANT,1880.0,Resevoir Hill,7.0,2
306,B00230,President's Street Station Civil War Museum,601 President St,bge,2211251000.0,12.0,2018.0,8200.0,0.0,President's Street Station Civil War Museum,601 President St,1799,3,39.28398,-76.60247,4543.28,"Public Assembly, Museum",DGS HISTORIC,1851.0,Inner Harbor,1.0,8
307,B00031,Baltimore City Police Western District,1034 N Mount St,bge,2774270000.0,12.0,2018.0,18400.0,1473.0,Baltimore City Police Western District,1034 N Mount St,60,7,39.300666,-76.644706,22024.65,"Public Services, police",BCPD,1961.0,Sandtown - Winchester,9.0,1
308,B00102,Druid Health District Building,1515 W North Av,bge,2941411000.0,12.0,2018.0,30275.0,1374.0,Druid Health District Building,1515 W North Av,295,2,39.30983,-76.64138,36012.0,"Healthcare, Urgent Care/Clinic/Out Patient",HEALTH,1960.0,Druid Heights,7.0,4
309,B00228,Carroll Mansion Musuem,802 Lombard St,bge,3047401000.0,12.0,2018.0,8120.0,0.0,Carroll Mansion Musuem,802 Lombard St,1358,12,39.28855,-76.6044,12527.19,"Public Assembly, Museum",DGS HISTORIC,1812.0,Jonestown,12.0,8
310,B00228,Carroll Mansion Musuem,802 Lombard St,bge,4329351000.0,12.0,2018.0,0.0,647.0,Carroll Mansion Musuem,802 Lombard St,1358,12,39.28855,-76.6044,12527.19,"Public Assembly, Museum",DGS HISTORIC,1812.0,Jonestown,12.0,8
311,B00026,Baltimore City Police North Western District,5271 Reisterstown Rd,bge,4751312000.0,12.0,2018.0,10084.0,0.0,Baltimore City Police North Western District,5271 Reisterstown Rd,4543B,27,39.34462,-76.685455,56228.0,"Public Services, police",BCPD,1965.0,Middle Branch - Reedbird Parks,10.0,1
312,B00120,Waxter Senior Center,1000 Cathedral St,bge,5229602000.0,12.0,2018.0,41375.0,4855.0,Waxter Senior Center,1000 Cathedral St,504,1,39.301190000000005,-76.61804000000001,50386.44,"Healthcare, Senior Care Community",HEALTH,1972.0,Mid - Town Belvedere,11.0,3
313,B00100,Eastern Health District Building,620 N Caroline St,bge,8752451000.0,12.0,2018.0,30373.0,1105.0,Eastern Health District Building,620 N Caroline St,1280,3,39.2977,-76.59796,29232.0,"Healthcare, Urgent Care/Clinic/Out Patient",HEALTH,1939.0,Dunbar- Broadway,12.0,4
314,B00229,"Jean and Lillian Hofmeister Museum Building,Star Spangled Banner Museum and Flag House",844 E Pratt St,bge,9003501000.0,12.0,2018.0,1968.0,129.0,"Jean and Lillian Hofmeister Museum Building,Star Spangled Banner Museum and Flag House",844 E Pratt St,1377,16,39.28776,-76.6036,2117.29,"Public Assembly, Museum",DGS HISTORIC,2003.0,Jonestown,12.0,8
315,B00028,Baltimore City Police Southern District,10 Cherry Hill Rd,bge,9570811000.0,12.0,2018.0,20585.0,980.0,Baltimore City Police Southern District,10 Cherry Hill Rd,7610,11,39.25288,-76.6172,29314.0,"Public Services, police",BCPD,1965.0,Middle Branch - Reedbird Parks,10.0,1
316,B00182,Lower Park Heights Multi Purpose Building,3939 Reisterstown Rd,bge,1198781000.0,12.0,2018.0,28251.0,2601.0,Lower Park Heights Multi Purpose Building,3939 Reisterstown Rd,3321,23,39.333729999999996,-76.66336,33707.0,"Public Assembly, Other",CAC,1978.0,Central Park Heights,6.0,9
317,B00029,Baltimore City Police South Eastern District,5710 Eastern Av,bge,1245540000.0,12.0,2018.0,22480.0,2307.0,Baltimore City Police South Eastern District,5710 Eastern Avenue Baltimore ,6332,9,39.287688,-76.547422,26177.0,"Public Services, police",BCPD,1950.0,Hopkins Bayview,1.0,1
318,B00075,Northeast DGS Fleet Substation,4325 York Rd,bge,1467291000.0,12.0,2018.0,4900.0,1194.0,Northeast DGS Fleet Substation,4325 York Rd,5211,9,39.34171,-76.60918000000001,4764.0,"Warehouse, self storage",DGS,1979.0,Wilson Park,9.0,11
319,B00073,Fallsway Substation,201 Fallsway St,bge,1961720000.0,12.0,2018.0,3823.0,773.0,Fallsway Substation,201 Fallsway St,1306C,1,39.2922,-76.6069,25507.0,"Warehouse, self storage",DGS,1940.0,Jonestown,12.0,11
320,B00048,Health Department Headquarters,1001 E Fayette St,bge,2829991000.0,12.0,2018.0,54956.0,1472.0,Health Department Headquarters,1001 E Fayette St,1337,1,39.29097,-76.6031,277322.95,Office,HEALTH,2001.0,Jonestown,12.0,6
321,B00167,Parking Authority Offices,200 West Lombard St Suite B,bge,3138112000.0,12.0,2018.0,18500.0,0.0,Parking Authority Offices,200 West Lombard St Suite B,644,1,39.28774,-76.61863000000001,15209.0,Office,PABC,1960.0,Downtown,11.0,6
322,B00035,Baltimore City Police Northern District,2201 West Cold Spring Lane,bge,3275661000.0,12.0,2018.0,30488.0,1749.0,Baltimore City Police Northern District,2201 West Cold Spring Lane,3357E,009A,39.34304,-76.65236,25508.47,"Public Services, police",BCPD,2001.0,Woodberry,6.0,1
323,B00167,Parking Authority Offices,200 West Lombard St Suite B,bge,3618420000.0,12.0,2018.0,33379.0,0.0,Parking Authority Offices,200 West Lombard St Suite B,644,1,39.28774,-76.61863000000001,15209.0,Office,PABC,1960.0,Downtown,11.0,6
324,B00163,The Weinberg Housing and Resource Center,620 Fallsway St,bge,3720580000.0,12.0,2018.0,2519.0,0.0,The Weinberg Housing and Resource Center,620 Fallsway St,1248,1,39.29733,-76.61064,40949.0,"Lodging, Residential Care",MOHS,1945.0,Penn - Fallsway,11.0,5
325,B06107,1812 Museum Flag House Building,844 E Pratt St,bge,3955000000.0,12.0,2018.0,32066.0,0.0,1812 Museum Flag House Building,844 E Pratt St,1377,16,39.28751,-76.60333,12685.55,"Public Assembly, Museum",DGS HISTORIC,1793.0,Jonestown,12.0,8
326,B08003,Department of Transportation Main Impound Facility,6700 Pulaski Hwy Rosedale,bge,4360021000.0,12.0,2018.0,18741.0,0.0,Department of Transportation Main Impound Facility,6700 Pulaski Hwy Rosedale,6195,2,39.30593,-76.53758,510.0,Office,DGS,,Pulaski Industrial Area,,6
327,B00011,First Mariner Arena,201 West Baltimore St,bge,4561060000.0,12.0,2018.0,253860.0,0.0,First Mariner Arena,201 West Baltimore St,644,1,39.28862,-76.61861999999999,697620.0,"Public Assembly, Convention Center",Civic Centers,1960.0,Downtown,11.0,7
328,B00163,The Weinberg Housing and Resource Center,620 Fallsway St,bge,5129381000.0,12.0,2018.0,80157.0,4858.0,The Weinberg Housing and Resource Center,620 Fallsway St,1248,1,39.29733,-76.61064,40949.0,"Lodging, Residential Care",MOHS,1945.0,Penn - Fallsway,11.0,5
329,B00005,DGS Public Building Maintenance Shop,500 Fallsway,bge,5601260000.0,12.0,2018.0,36071.0,3520.0,DGS Public Building Maintenance Shop,500 Fallsway,1255,1,39.29588,-76.61028,18144.0,"Warehouse, self storage",DGS,1945.0,Penn - Fallsway,11.0,11
330,B06043,Fleet Central Garage Main Building,3800 E Biddle St,bge,5620250000.0,12.0,2018.0,81131.0,7895.0,Fleet Central Garage Main Building,3800 E Biddle St,6150A,003D,39.30612,-76.56612,105914.0,"Warehouse, self storage",DGS,2008.0,Orangevile Industrial Area ,13.0,11
331,B08003,Department of Transportation Main Impound Facility,6700 Pulaski Hwy Rosedale,bge,5777670000.0,12.0,2018.0,4966.0,0.0,Department of Transportation Main Impound Facility,6700 Pulaski Hwy Rosedale,6195,2,39.30593,-76.53758,510.0,Office,DGS,,Pulaski Industrial Area,,6
332,B08020,Eastside Career Center,3001 E Madison St,bge,5884920000.0,12.0,2018.0,12680.0,2522.0,Eastside Career Center,3001 E Madison St,1630,1,39.29973,-76.575,27910.0,"Education, vocational",MOED,1955.0,Maidson- Eastend,,2
333,B00051,MECU Building,401 E Fayette St,bge,5931911000.0,12.0,2018.0,123370.0,0.0,MECU Building,401 E Fayette St,1331,16,39.290279999999996,-76.60994000000001,46668.0,Office,MULTI,1981.0,Downtown,11.0,6
334,B00073,Fallsway Substation,201 Fallsway St,bge,5992321000.0,12.0,2018.0,8720.0,3363.0,Fallsway Substation,201 Fallsway St,1306C,1,39.2922,-76.6069,25507.0,"Warehouse, self storage",DGS,1940.0,Jonestown,12.0,11
335,B00011,First Mariner Arena,201 West Baltimore St,bge,6042981000.0,12.0,2018.0,0.0,553.0,First Mariner Arena,201 West Baltimore St,644,1,39.28862,-76.61861999999999,697620.0,"Public Assembly, Convention Center",Civic Centers,1960.0,Downtown,11.0,7
336,B08000,Northeast DGS Fleet Substation Garage,4325 York Rd,bge,6159241000.0,12.0,2018.0,1533.0,0.0,Northeast DGS Fleet Substation Garage,4325 York Rd,5211,9,39.34193,-76.60871,893.0,"Warehouse, self storage",DGS ,,Wilson Park,4.0,11
337,B00034,Baltimore City Police K9 Unit,Mansion House Dr,bge,6756240000.0,12.0,2018.0,44591.0,0.0,Baltimore City Police K9 Unit,Mansion House Dr,3499,1,39.3238,-76.64389,26177.0,"Public Services, police",BCPD,,Druid Hill Park,7.0,1
338,B00220,Peale Museum,225 N Holliday St,bge,6948371000.0,12.0,2018.0,5200.0,1128.0,Peale Museum,225 N Holliday St,1303A,15,39.29186,-76.61007,13686.0,"Public Assembly, Museum",DGS HISTORIC,1814.0,Downtown,11.0,8
339,B00181,Northern Community Action Center,5225 York Rd,bge,6975110000.0,12.0,2018.0,0.0,798.0,Northern Community Action Center,5225 York Rd,5165A,12,39.353809999999996,-76.60951999999999,14344.0,"Public Assembly, Other",CAC,1950.0,Woodbourne-McCabe,4.0,9
340,B08003,Department of Transportation Main Impound Facility,6700 Pulaski Hwy Rosedale,bge,7560081000.0,12.0,2018.0,4142.0,0.0,Department of Transportation Main Impound Facility,6700 Pulaski Hwy Rosedale,6195,2,39.30593,-76.53758,510.0,Office,DGS,,Pulaski Industrial Area,,6
341,B00076,Northwest Substation,4410 Lewin Av,bge,8308470000.0,12.0,2018.0,4878.0,1118.0,Northwest Substation,4410 Lewin Av,2959B,191,39.33955,-76.67869,4764.0,"Warehouse, self storage",DOT,1966.0,Dolefield,6.0,11
342,B00181,Northern Community Action Center,5225 York Rd,bge,8499201000.0,12.0,2018.0,14744.0,0.0,Northern Community Action Center,5225 York Rd,5165A,12,39.353809999999996,-76.60951999999999,14344.0,"Public Assembly, Other",CAC,1950.0,Woodbourne-McCabe,4.0,9
343,B00167,Parking Authority Offices,200 West Lombard St Suite B,bge,9330860000.0,12.0,2018.0,27964.0,0.0,Parking Authority Offices,200 West Lombard St Suite B,644,1,39.28774,-76.61863000000001,15209.0,Office,PABC,1960.0,Downtown,11.0,6
344,B00101,WIC Center/ Dunbar Child Care Academy,621 North Eden Street,bge,9629061000.0,12.0,2018.0,19609.0,0.0,WIC Center/ Dunbar Child Care Academy,621 North Eden Street,1280,5,39.29068052,-76.60768333,16448.0,Office,MULTI,,,,6
345,B08003,Department of Transportation Main Impound Facility,6700 Pulaski Hwy Rosedale,bge,9633841000.0,12.0,2018.0,3780.0,1534.0,Department of Transportation Main Impound Facility,6700 Pulaski Hwy Rosedale,6195,2,39.30593,-76.53758,510.0,Office,DGS,,Pulaski Industrial Area,,6
